Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
012450,한화에어로스페이스,우주항공과국방,1014000,12.22,-5.06,31.85,19.14,522853,◎ 극과매도(RSI 12)
097950,CJ제일제당,식품,194700,14.91,-3.13,-6.34,-7.67,29311,◎ 극과매도(RSI 15)
103140,풍산,비철금속,69900,22.14,-5.54,10.67,6.54,19589,○ 과매도(RSI 22)
112610,씨에스윈드,에너지장비및서비스,40550,24.21,-9.99,-99.63,3.02,17101,○ 과매도(RSI 24)
001440,대한전선,전기장비,36950,25.12,-12.75,141.03,5.48,72419,△ 약과매도(RSI 25)
082740,한화엔진,조선,50100,25.69,-12.57,20.18,36.6,41807,△ 약과매도(RSI 26)
001430,세아베스틸지주,철강,46350,27.47,-8.94,23.14,2.89,16622,△ 약과매도(RSI 27)
003230,삼양식품,식품,1176000,27.76,5.57,20.37,37.59,88588,△ 약과매도(RSI 28)
047040,대우건설,건설,20450,29.19,-10.89,-10.98,-23.89,84031,△ 약과매도(RSI 29)
047050,포스코인터내셔널,무역회사와판매업체,58100,29.22,-3.49,15.04,9.27,102211,△ 약과매도(RSI 29)
