Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15492638,265000,13953690,11.93,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12535249,1716000,2714107,7.71,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1562217,194700,3399956,8.72,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1403671,1064000,359160,4.3,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1033761,1384000,604421,106.67,7.7,,○ 우량주(#5)
005380,현대차,자동차,810841,396000,1004672,12.97,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,734637,1587000,23041,44.03,19.44,,○ 우량주(#7)
032830,삼성생명,생명보험,613000,306500,231622,21.38,4.96,,△ 중대형(#8)
028260,삼성물산,복합기업,604885,373000,290832,22.73,6.02,,△ 중대형(#9)
105560,KB금융,은행,595521,167900,583341,10.63,9.98,,△ 중대형(#10)
