섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,12.07,14.27,,31369760
은행,11,11.26,7.87,,2124798
제약,62,-4.82,4.38,,1621663
조선,14,25.09,22.5,,1576082
자동차,10,11.44,9.16,19.32,1437084
전기제품,11,204.46,-9.42,,1436612
전자장비와기기,20,22.45,0.64,,1311330
전기장비,14,8.49,17.0,,1239745
복합기업,17,22.76,2.65,,1198270
우주항공과국방,8,41.29,18.71,,1196466
증권,33,7.86,8.4,,891023
석유와가스,12,-2.79,-1.49,,877222
화학,72,19.68,5.75,9.26,799482
기계,22,-2.37,3.62,18.56,778913
자동차부품,73,-45.65,5.56,,762742
생명보험,4,18.18,5.94,,708796
손해보험,11,10.83,12.67,,553919
IT서비스,14,33.3,7.52,,498854
양방향미디어와서비스,3,26.75,5.08,,491621
건설,39,8.0,7.23,,474511
화장품,19,16.67,15.5,,433450
철강,36,-3.1,0.36,12.99,393239
식품,52,5.48,1.25,,373500
비철금속,26,1.99,3.38,8.97,351431
전자제품,4,-52.32,4.36,,336084
전기유틸리티,4,60.24,11.65,,286035
무선통신서비스,3,20.16,4.67,,275211
해운사,8,13.61,7.94,,246143
항공사,8,-47.15,-83.43,,217543
게임엔터테인먼트,5,9.05,11.92,,209665
에너지장비및서비스,10,78.67,2.08,,188191
백화점과일반상점,12,18.56,1.63,,180987
담배,1,14.07,11.77,,180838
항공화물운송과물류,10,4.51,7.48,,179439
"섬유,의류,신발,호화품",45,10.69,5.45,10.97,165817
기타,27,,,,147166
다각화된통신서비스,1,10.48,10.22,,136344
무역회사와판매업체,7,8.5,84.01,,133825
부동산,28,31.27,1.36,17.46,97618
가정용기기와용품,5,6.37,13.41,,94590
방송과엔터테인먼트,8,23.38,-2.5,,92859
건축자재,31,1.43,3.84,,90577
가스유틸리티,11,5.48,7.33,,80316
"호텔,레스토랑,레저",9,5.68,3.32,,73879
운송인프라,3,5.75,10.46,,62294
카드,1,8.69,7.45,,53643
상업서비스와공급품,9,9.58,9.04,,49091
디스플레이패널,2,-3.55,3.44,,48605
통신장비,3,13.84,8.28,,32875
광고,3,7.12,10.32,,30276
도로와철도운송,5,-8.7,-10.84,,26163
음료,9,-7.6,3.71,,25093
포장재,16,12.91,2.28,,25046
건강관리장비와용품,5,8.14,-4.92,,17138
가구,7,25.58,4.35,,16051
핸드셋,3,-8.22,4.47,,14726
복합유틸리티,1,2.44,14.84,,8534
디스플레이장비및부품,3,-1022.2,-3.54,,7338
종이와목재,10,-0.36,-4.97,,6959
사무용전자제품,1,10.56,1.88,,3954
창업투자,1,15.11,5.99,,3245
건강관리업체및서비스,1,3.75,11.08,,2372
건축제품,4,-1.34,-1.76,,2364
출판,2,3.31,96.89,,2292
교육서비스,4,-2.69,-12.33,11.74,2271
식품과기본식료품소매,2,2.25,11.89,,1726
전문소매,1,-6.02,-0.26,,1490
레저용장비와제품,2,2.46,6.36,,1429
가정용품,2,,,,1231
소프트웨어,1,7.68,5.56,,1225
판매업체,2,-50.57,-9.09,,1070
생물공학,2,,,,1028
컴퓨터와주변기기,2,,,,594
문구류,1,,,,252
