Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,20257355,346500,18134051,28.01,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,17967227,2521000,3980010,24.35,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,2106056,1596000,1001859,13.55,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1817371,226500,2926145,18.31,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1517776,2032000,590565,191.93,7.7,,○ 우량주(#5)
005380,현대차,자동차,1265403,618000,891522,19.05,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,894000,447000,343520,31.14,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,794621,490000,370049,32.86,6.02,,△ 중대형(#8)
329180,HD현대중공업,조선,742076,707000,340503,34.94,18.82,,△ 중대형(#9)
034020,두산에너빌리티,기계,661059,103200,2408504,428.22,1.11,,△ 중대형(#10)
