Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.63,36.85,7350,1323,0.04,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.74,31.51,2625,1314,0.061,◎ 매우 저평가
002990,금호건설,건설,2.14,26.79,4225,1574,0.083,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.25,23.71,44200,1712,0.108,◎ 매우 저평가
136490,선진,식품,2.03,23.5,9630,2290,0.108,◎ 매우 저평가
016880,웅진,출판,3.8,96.89,2255,1802,0.11,◎ 매우 저평가
002380,KCC,건축자재,2.85,23.51,549000,47175,0.137,◎ 매우 저평가
001450,현대해상,손해보험,3.41,20.6,40150,34227,0.199,○ 저평가
015760,한국전력,전기유틸리티,2.99,19.4,40500,259995,0.206,○ 저평가
096760,JW홀딩스,제약,4.19,23.57,3910,2890,0.231,○ 저평가
