Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.28,36.85,5760,1037,0.04,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.73,31.51,2610,1306,0.058,◎ 매우 저평가
016880,웅진,출판,3.74,96.89,2220,1774,0.097,◎ 매우 저평가
002380,KCC,건축자재,2.36,23.51,454500,39055,0.108,◎ 매우 저평가
136490,선진,식품,2.84,23.5,10220,2430,0.133,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.4,19.4,32600,209280,0.165,○ 저평가
096760,JW홀딩스,제약,4.36,23.57,4075,3012,0.236,○ 저평가
023590,다우기술,증권,2.89,15.95,39500,17098,0.248,○ 저평가
071320,지역난방공사,복합유틸리티,2.41,14.84,73700,8534,0.255,○ 저평가
001450,현대해상,손해보험,4.22,20.6,49700,42368,0.266,○ 저평가
