Code,종목명,섹터,종가,5일수익률(%),20일수익률(%),거래량배수,RSI14,PER,점수,시총_억,평가
475150,SK이터닉스,에너지장비및서비스,62000,27.05,64.46,2.48,53.1,85.05,29.53,21122,◎ 강세
322000,HD현대에너지솔루션,에너지장비및서비스,132200,20.51,5.93,1.67,41.5,22.77,22.18,14806,◎ 강세
071970,HD현대마린엔진,조선,64600,16.61,8.03,1.55,45.9,12.22,18.15,21913,◎ 강세
017670,SK텔레콤,무선통신서비스,94100,12.16,4.67,1.85,58.0,55.16,14.01,202117,◎ 강세
006360,GS건설,건설,29100,3.93,18.29,1.66,47.6,38.19,5.59,24904,△ 보통
