Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
475150,SK이터닉스,에너지장비및서비스,62000,55820.0,48992.5,2.48,27.05,21122,○ 양호(거래량 2.5배)
017670,SK텔레콤,무선통신서비스,94100,87720.0,87650.0,1.85,12.16,202117,△ 보통(거래량 1.9배)
